file_key;clube;pais
"cappellen_bel";"Cappellen";"Bélgica"
"Carabobo";"Carabobo";"CARABOBO"
"caracas_ven";"Caracas";"Venezuela"
"carapinheirense_por";"Carapinheirense";"Portugal"
"cardiff_ing";"Cardiff City";"Inglaterra"
"CarlZeissJena_ale";"Carl Zeiss Jena";"Alemanha"
"carlisle_ing";"Carlisle United";"Inglaterra"
"carlosmannucci_per";"Carlos Mannucci";"Peru"
"carpi_ita";"Carpi";"Itália"
"carrarese_ita";"Carrarese";"Itália"
"cartagena_esp";"Cartagena";"Espanha"
"casapio_pt";"Casa Pia";"PT"
"cascavel_pr";"Cascavel";"Brasil"
"Casertana_it";"Casertana";"IT"
"castanhalpa_bra";"Castanhal";"Brasil"
"castellon_esp";"Castellón";"Espanha"
"benficacbranco_por";"Castelo Branco";"Portugal"
"Catalcaspor_tur";"Çatalcaspor";"Turquia"
"catania_ita";"Catania";"Itália"
"catanzaro_ita";"Catanzaro";"Itália"
"caucaiace_bra";"Caucaia";"Brasil"
"caudal_esp";"Caudal";"Espanha"
"cavalry_can";"Cavalry";"CAN"
"cavese_ita";"Cavese";"Itália"
"caxias";"Caxias";"Brasil"
"caxiasc_bra";"Caxias SC";"Brasil"
"caykur_tur";"Çaykur Rizespor";"Turquia"
"nacional_por";"CD Nacional";"Portugal"
"realminas_hon";"CD Real Minas";"HON"
"navalcarnero_esp";"CDA Navalcarnero";"Espanha"
"ceara_bra";"Ceará";"Brasil"
"tirol_ce";"CEFAT Tirol";"Brasil"
"ceilandia";"Ceilândia";"Brasil"
"celtadevigo_esp";"Celta de Vigo";"Espanha"
"celtadevigob_esp";"Celta de Vigo II";"Espanha"
"glasgowceltic_esc";"Celtic";"Escócia"
"central_bra";"Central";"Brasil"
"CentralBallester_arg";"Central Ballester";"Argentina"
"centralcordoba_arg";"Central Córdoba";"Argentina"
"CACentralCordoba_arg";"Central Córdoba Rosario";"Argentina"
"centralespanol_uru";"Central Español";"Uruguai"
"central_trt";"Central FC";"TRT"
"CentralNorte_arg";"Central Norte";"Argentina"
"centrooeste_go";"Centro Oeste SAF";"Brasil"
"ceoal_bra";"CEO";"Brasil"
"Ceramica";"Ceramica Cleopatra";"CERAMICA"
"cerclebrugge_bel";"Cercle Brugge";"Bélgica"
"cerezoosaka_jap";"Cerezo Osaka";"Japão"
"cerrito_uru";"Cerrito";"Uruguai"
"cerrolargo_uru";"Cerro Largo";"Uruguai"
"cerroporteno_par";"Cerro Porteño";"Paraguai"
"cesarense_por";"Cesarense";"Portugal"
"cesena_ita";"Cesena";"Itália"
"montreal433_eua";"CF Montréal";"EUA"
"cfarmacenenses_por";"CF Os Belenenses";"Portugal"
"cfrcluj_rom";"CFR Cluj";"ROM"
"chacaritajrs_arg";"Chacarita Juniors";"Argentina"
"chacaritasba_equ";"Chacaritas";"Equador"
"ChacoForEver_arg";"Chaco For Ever";"Argentina"
"chayka_rus";"Chaika";"Rússia"
"chambly_fra";"Chambly";"França"
"niortais_fr";"Chamois Niort";"FR"
"chapada_mt";"Chapada";"Brasil"
"chapecoense_bra";"Chapecoense";"Brasil"
"charleroi_bel";"Charleroi";"Bélgica"
"charleston433_eua";"Charleston";"EUA"
"charlotteeagles_eua";"Charlotte Eagles";"EUA"
"charlotte433_eua";"Charlotte FC";"EUA"
"charlotteindependence433_eua";"Charlotte Independence";"EUA"
"charlton_eng";"Charlton Athletic";"ENG"
"Chartres_fra";"Chartres";"França"
"Chateaubriant_fra";"Chateaubriant";"França"
"chaves_por";"Chaves";"Portugal"
"chelsea";"Chelsea";"CHELSEA"
"cheltenham_ing";"Cheltenham Town";"Inglaterra"
"Chemnitzer_ale";"Chemnitzer";"Alemanha"
"ChengduQbao_chn";"Chengdu Qbao";"CHN"
"chengdurongcheng_chi";"Chengdu Rongcheng";"China"
"cherepovets_rus";"Cherepovets";"Rússia"
"cherkashna_ucr";"Cherkashchyna";"Ucrânia"
"chernomorets_rus";"Chernomorets";"Rússia"
"chertanovo_rus";"Chertanovo";"Rússia"
"chertanovo2_rus";"Chertanovo Moscou II";"Rússia"
"chester_ing";"Chester";"Inglaterra"
"chesterfield_ing";"Chesterfield";"Inglaterra"
"chiangrai_tai";"Chiangrai United";"TAI"
"fcunited_eua";"Chicago FC United";"EUA"
"chicago433_eua";"Chicago Fire";"EUA"
"chievoverona_it";"Chievo Verona";"IT"
"chimbarongo_chi";"Chimbarongo";"Chile"
"chita_rus";"Chita";"Rússia"
"Choletais_fra";"Cholet";"França"
"chongqinglifan_chn";"Chongqing Dangdai";"CHN"
"chongqingtongliangloon_chi";"Chongqing Tongliang Loong";"China"
"chornomorets_ucr";"Chornomorets";"Ucrânia"
"lyngby_din";"Christian Nielsen";"Dinamarca"
"cianorte_pr";"Cianorte";"Brasil"
"cibalia_cro";"Cibalia Vinkovci";"Croácia"
"cibao_rdo";"Cibao";"RDO"
"ciclon_bol";"Ciclón";"Bolívia"
"cienciano_per";"Cienciano";"Peru"
"ciney_bel";"Ciney";"Bélgica"
"cinfaes_por";"Cinfães";"Portugal"
"Cipolletti_arg";"Cipolletti";"Argentina"
"cittadella_ita";"Cittadella";"Itália"
"Cizrespor_tur";"Cizrespor";"Turquia"
"clanjuvenil_equ";"Clan Juvenil";"Equador"
"clermont_fr";"Clermont";"FR"
"clubafricain_tun";"Club Africain";"TUN"
"brugge_bel";"Club Brugge";"Bélgica"
"Comunicaciones_arg";"Club Comunicaciones";"Argentina"
"leon_mex";"Club León";"México"
"necaxa_mex";"Club Necaxa";"México"
"sando_trt";"Club Sando";"TRT"
"tijuana_mex";"Club Tijuana";"México"
"clyde_esc";"Clyde";"Escócia"
"cnaps_mad";"CNaPS Sport";"MAD"
"cobreloa_chi";"Cobreloa";"Chile"
"cobresal_chi";"Cobresal";"Chile"
"CODMEknes";"COD Meknès";"CODMEKNES"
"coimbroes_por";"Coimbrões";"Portugal"
"colatina_bra";"Colatina";"Brasil"
"colchagua_chi";"Colchagua";"Chile"
"colchester_ing";"Colchester United";"Inglaterra"
"Coleraine_irn";"Coleraine";"IRN"
"colina_chi";"Colina";"Chile"
"colocolo_chi";"Colo Colo";"Chile"
"colocoloba_bra";"Colo-Colo";"Brasil"
"ColomiersUS_fra";"Colomiers";"França"
"colon_arg";"Colón";"Argentina"
"coloradorapids433_eua";"Colorado Rapids";"EUA"
"columbuscrew_eua";"Columbus Crew";"EUA"
"comercial_sp";"Comercial - SP";"Brasil"
"comerciantes_per";"Comerciantes Unidos";"Peru"
"como_it";"Como";"IT"
"StMaurLusitanos_fra";"Complexe Sportif Louison Bobet";"França"
"comunicaciones_gua";"Comunicaciones";"GUA"
"concarnoise_fra";"Concarneau";"França"
"Concepcion_arg";"Concepción";"Argentina"
"asconcorde_van";"Concorde";"VAN"
"concordiasc_bra";"Concórdia";"Brasil"
"confianca_se";"Confiança";"Brasil"
"ConsolatMarseille_fra";"Consolat Marseille";"França"
"coquimbounido_chi";"Coquimbo Unido";"Chile"
"cordoba_esp";"Córdoba";"Espanha"
"corinthians_bra";"Corinthians";"Brasil"
"coritiba_bra";"Coritiba";"Brasil"
"bolognesi_per";"Coronel Bolognesi";"Peru"
"corpuschristi_eua";"Corpus Christi";"EUA"
"cortulua_col";"Cortuluá";"Colômbia"
"CorumBelediyespor_tur";"Çorum Belediyespor";"Turquia"
"corumbaense_ms";"Corumbaense";"Brasil"
"coruripe_al";"Coruripe";"Brasil"
"coruxo_esp";"Coruxo";"Espanha"
"cosenza_ita";"Cosenza";"Itália"
"costadosol_moc";"Costa do Sol";"MOC"
"costarica_bra";"Costa Rica-MS";"Brasil"
"cotonsport_cam";"Coton Sport";"CAM"
"covapiedade_por";"Cova da Piedade";"Portugal"
"coverangers_esc";"Cove Rangers";"Escócia"
"coventry_ing";"Coventry City";"Inglaterra"
"covilha_por";"Covilhã";"Portugal"
"cowdenbeath_esc";"Cowdenbeath";"Escócia"
"coxim_bra";"Coxim";"Brasil"
"coxyde_bel";"Coxyde";"Bélgica"
"crbelouizdad_arl";"CR Belouizdad";"ARL"
"cracgo_bra";"CRAC";"Brasil"
"crawley_ing";"Crawley Town";"Inglaterra"
"crb_bra";"CRB";"Brasil"
"cremonese_ita";"Cremonese";"Itália"
"CreteilLusitanos_fra";"Créteil-Lusitanos";"França"
"crewe_ing";"Crewe Alexandra";"Inglaterra"
"criciuma_bra";"Criciúma";"Brasil"
"cristal_ap";"Cristal";"Brasil"
"croatiazmijavci_cro";"Croatia Zmijavci";"Croácia"
"crotone_ita";"Crotone";"Itália"
"CrucerDelNorte_arg";"Crucero Del Norte";"Argentina"
"cruzazul_mex";"Cruz Azul";"México"
"CruzDelSur_arg";"Cruz Del Sur";"Argentina"
"cruzeiro_bra";"Cruzeiro";"Brasil"
"cruzeiroarapiraca_br";"Cruzeiro - AL";"Brasil"
"crystalpalace_ing";"Crystal Palace";"Inglaterra"
"constantine_arg";"CS Constantine";"Argentina"
"sfaxien_tun";"CS Sfaxien";"TUN"
"csa_bra";"CSA";"Brasil"
"cseal_bra";"CSE";"Brasil"
"cska1948_bul";"CSKA 1948 Sofia";"BUL"
"cskamoscow_rus";"CSKA Moscow";"Rússia"
"cskasofia_bul";"CSKA Sofia";"BUL"
"cucuta_col";"Cúcuta Deportivo";"Colômbia"
"cuiaba_bra";"Cuiabá";"Brasil"
"cukaricki_srb";"Čukarički";"Sérvia"
"leonesa_esp";"Cultural Leonesa";"Espanha"
"cultural_per";"Cultural Santa Rosa";"Peru"
"curicounido_chi";"Curicó Unido";"Chile"
"cuscofcba_per";"Cusco";"Peru"
"fuego433_eua";"CV Fuego FC";"EUA"
"daegu_cor";"Daegu";"COR"
"dagenham_ing";"Dagenham & Redbridge";"Inglaterra"
"sacrecoeur_sen";"Dakar Sacré-Coeur";"SEN"
"lokeren_bel";"Daknamstadion";"Bélgica"
"dalianyifang_chn";"Dalian Pro";"CHN"
"dalianyingbo_chi";"Dalian Yingbo";"China"
"dalkurd_sue";"Dalkurd FF";"Suécia"
"damacfc_ara";"Damac FC";"ARA"
"danubio_uru";"Danubio";"Uruguai"
"DaricaGenclerbirligi_tur";"Darıca Genclerbirligi";"Turquia"
"darmstadt98_ale";"Darmstadt 98";"Alemanha"
"lexington433_eua";"Darren Powell";"EUA"
"liepaja_let";"Daugava";"LET"
"Linfield_irn";"David Healy";"IRN"
"dcunited433_eua";"DC United";"EUA"
"DeDijk_hol";"De Dijk";"Holanda"
"degraafschap_hol";"De Graafschap";"Holanda"
"DeGraafschapII_hol";"De Graafschap II";"Holanda"
"DeMeern_hol";"De Meern";"Holanda"
"Lisse_hol";"de Ruiter";"Holanda"
"DeTreffers_hol";"De Treffers";"Holanda"
"debrecen_hun";"Debrecen";"HUN"
"decisaope_bra";"Decisão";"Brasil"
"DefensoresDe_arg";"Def. de Pronunciamento";"Argentina"
"defenceforce_trt";"Defence Force";"TRT"
"defensayjusticia_ar";"Defensa y Justicia";"AR"
"defensor_per";"Defensor La Bocana";"Peru"
"defensor_uru";"Defensor Sporting";"Uruguai"
"defensoresdebelgrano_arg";"Defensores Belgrano";"Argentina"
"DefensoresDeBelgranovilla_arg";"Defensores Belgrano VR";"Argentina"
"DefensoresDeCambaceres_arg";"Defensores de Cambaceres ";"Argentina"
"DefensoresUnidos_arg";"Defensores Unidos";"Argentina"
"degerfors_sue";"Degerfors IF";"Suécia"
"deinze_bel";"Deinze";"Bélgica"
"delfin_equ";"Delfín";"Equador"
"delinizhevsk_rus";"Delin Izhevsk";"Rússia"
"ecdemocrata_mg";"Democrata GV";"Brasil"
"democratasl_bra";"Democrata SL";"Brasil"
"denbosch_hol";"Den Bosch";"Holanda"
"dender_bel";"Dender";"Bélgica"
"Denizlispor_tur";"Denizlispor";"Turquia"
"deportesiquique_chi";"Deportes Iquique";"Chile"
"laserena_chi";"Deportes La Serena";"Chile"
"melipilla_chi";"Deportes Melipilla";"Chile"
"naval_chi";"Deportes Naval";"Chile"
"deportesquindio_col";"Deportes Quíndio";"Colômbia"
"santacruz_chi";"Deportes Santa Cruz";"Chile"
"temuco_chi";"Deportes Temuco";"Chile"
"deportestolima_col";"Deportes Tolima";"Colômbia"
"vallenar_chi";"Deportes Vallenar";"Chile"
"DeportivoArmenio_arg";"Deportivo Armenio";"Argentina"
"deportivocaaguazu_par";"Deportivo Caaguazú";"Paraguai"
"deportivocali_col";"Deportivo Cali";"Colômbia"
"deportivocapiata_par";"Deportivo Capiatá";"Paraguai"
"deportivocoopsol_per";"Deportivo Coopsol";"Peru"
"deportivocuenca_equ";"Deportivo Cuenca";"Equador"
"DeportivoEspanol_arg";"Deportivo Español";"Argentina"
"dep_guadalajara_mex";"Deportivo Guadalajara";"México"
"deportivohualgayoc_per";"Deportivo Hualgayoc";"Peru"
"deportivolacoruna_esp";"Deportivo La Coruña";"Espanha"
"deplaguaira_ven";"Deportivo La Guaira";"Venezuela"
"DeportivoLaferrere_arg";"Deportivo Laferrere";"Argentina"
"deportivolara_ven";"Deportivo Lara";"Venezuela"
"deportivoliberacion_par";"Deportivo Liberación";"Paraguai"
"depllacuabambaba_per";"Deportivo Llacuabamba";"Peru"
"DeportivoMadryn_arg";"Deportivo Madryn";"Argentina"
"DeportivoMaipu_arg";"Deportivo Maipú";"Argentina"
"depmaldonado_uru";"Deportivo Maldonado";"Uruguai"
"DeportivoMerlo_arg";"Deportivo Merlo";"Argentina"
"DeportivoMoron_arg";"Deportivo Morón";"Argentina"
"municipal_per";"Deportivo Municipal";"Peru"
"DeportivoParaguayo_arg";"Deportivo Paraguayo";"Argentina"
"deportivopasto_col";"Deportivo Pasto";"Colômbia"
"deportivopereira_col";"Deportivo Pereira";"Colômbia"
"depriestra_arg";"Deportivo Riestra";"Argentina"
"DeportivoGeneralRoca_arg";"Deportivo Roca";"Argentina"
"deportivosantani_par";"Deportivo Santaní";"Paraguai"
"deportivosapri_cos";"Deportivo Saprissa";"COS"
"deptachira_ven";"Deportivo Táchira";"Venezuela"
"toluca_mex";"Deportivo Toluca";"México"
"derby_ing";"Derby County";"Inglaterra"
"derry_irl";"Derry City";"IRL"
"Desamparados_arg";"Desamparados";"Argentina"
"desna_ucr";"Desna";"Ucrânia"
"desportivaferroviaria_es";"Desportiva Ferroviária ";"Brasil"
"dpaves_por";"Desportivo Aves";"Portugal"
"dessel_bel";"Dessel Sport";"Bélgica"
"clubdestroyers_bol";"Destroyers";"Bolívia"
"detroit433_eua";"Detroit City";"EUA"
"dsc_aut";"Deutschlandsberger";"Áustria"
"DibbaSCC";"Dibba SCC";"DIBBASCC"
"Dieppe_fra";"Dieppe";"França"
"Differdange_Lux";"Differdange 03";"LUX"
"dijon_fr";"Dijon";"FR"
"dilagori_ge";"Dila Gori";"Geórgia"
"dinamobarnaul_rus";"Dinamo Barnaul";"Rússia"
"DBatumi_Geo";"Dinamo Batumi";"GEO"
"dinamobryansk_rus";"Dinamo Bryansk";"Rússia"
"fcdinamo_rom";"Dinamo Bucuresti";"ROM"
"dinamokiev_ucr";"Dinamo Kiev";"Ucrânia"
"dinamokirov_rus";"Dinamo Kirov";"Rússia"
"dinamokostroma_rus";"Dinamo Kostroma";"Rússia"
"dinamominsk_bie";"Dinamo Minsk";"BIE"
"dinamo2moscow_rus";"Dinamo Moscou II";"Rússia"
"dynamo_rus";"Dinamo Moscow";"Rússia"
"luchvladivostok_rus";"Dinamo Stadium";"Rússia"
"legiondinamo_rus";"Dinamo Stadium Makhachkala";"Rússia"
"dinamostavropol_rus";"Dinamo Stavropol";"Rússia"
"dinamotbilisi_geo";"Dinamo Tbilisi";"GEO"
"dinamo_srb";"Dinamo Vranje";"Sérvia"
"dinamozagreb_cro";"Dinamo Zagreb ";"Croácia"
"dinamoauto_mol";"Dinamo-Auto";"MOL"
"Diyarbekirspor_tur";"Diyarbekirspor";"Turquia"
"djurgardens_sue";"Djurgardens IF";"Suécia"
"crfsosmolensk_rus";"Dnepr Smolensk";"Rússia"
"dnipro1_ucr";"Dnipro-1";"Ucrânia"
"DockSud_arg";"Dock Sud";"Argentina"
"dolgoprudny_rus";"Dolgoprudnyi";"Rússia"
"domzale_svn";"Domžale";"SVN"
"doncaster_ing";"Doncaster Rovers";"Inglaterra"
"Dongen_hol";"Dongen";"Holanda"
"dordrecht_hol";"Dordrecht";"Holanda"
"dorense_bra";"Dorense";"Brasil"
"dornbirn_aut";"Dornbirn";"Áustria"
"DouglasHaig_arg";"Douglas Haig";"Argentina"
"dourados_ms";"Dourados";"Brasil"
"dover_ing";"Dover Athletic";"Inglaterra"
"DOVO_hol";"DOVO";"Holanda"
"doxadramas_gre";"Doxa Dramas";"Grécia"
"Drancy_fra";"Drancy";"França"
"drassburg_aut";"Draßburg";"Áustria"
"Drita_kos";"Drita Gjilan";"KOS"
"DrochtersenAssel_ale";"Drochtersen Assel";"Alemanha"
"druzhba_rus";"Druzhba Maikop";"Rússia"
"dugopolje_cro";"Dugopolje";"Croácia"
"duisburg_ale";"Duisburg";"Alemanha"
"dumbarton_esc";"Dumbarton";"Escócia"
"dacdunajskastreda_slk";"Dunajská Streda";"SLK"
"dundalk_irl";"Dundalk";"IRL"
"dundee_esc";"Dundee FC";"Escócia"
"dundeeunited_esc";"Dundee United";"Escócia"
"Dumfermline_esc";"Dunfermline";"Escócia"
"dunkerque_fra";"Dunkerque";"França"
"Duzyurtspor_tur";"Duzyurtspor";"Turquia"
"dynamobrest_bie";"Dynamo Brest";"BIE"
"dynamodresden_ale";"Dynamo Dresden";"Alemanha"
"dynamos_zim";"Dynamos";"ZIM"
"kingfisher_ind";"East Bengal";"IND"
"eastfife_esc";"East Fife";"Escócia"
"eastthurrock_ba_ing";"East Thurrock";"Inglaterra"
"eastern_hk";"Eastern SC";"HK"
"eastleigh_ing";"Eastleigh";"Inglaterra"
"ebstreymur_ilh";"EB/Streymur";"Ilhas Faroé"
"ebbsfleet_ing";"Ebbsfleet United";"Inglaterra"
"ebreichsdorf_aut";"Ebreichsdorf";"Áustria"
"edinburghcity_esc";"Edinburgh City";"Escócia"
"aalst_bel";"Eendracht Aalst";"Bélgica"
"eibar_esp";"Eibar";"Espanha"
"eindhoven_hol";"Eindhoven";"Holanda"
"eintrachtbraunschweig_ale";"Eintracht Braunschweig";"Alemanha"
"EintrachtBraunschweigII_ale";"Eintracht Braunschweig II";"Alemanha"
"fsvfrankfurt_ale";"Eintracht Frankfurt";"Alemanha"
"EintrachtNorderstedt_ale";"Eintracht Norderstedt";"Alemanha"
"EintrachtTrier_ale";"Eintracht Trier ";"Alemanha"
"ElMasry";"El Masry SC";"ELMASRY"
"elnacional_equ";"El Nacional";"Equador"
"elpaso433_eua";"El Paso";"EUA"
"ElProvenir_arg";"El Provenir";"Argentina"
"eltanquesisley_uru";"El Tanque Sisley";"Uruguai"
"Elazigspor_tur";"Elazigspor";"Turquia"
"ElazizBelediyespor_tur";"Elaziz Belediyespor";"Turquia"
"elche_esp";"Elche";"Espanha"
"SVElchede_ale";"Elchede";"Alemanha"
"eldense_esp";"Eldense";"Espanha"
"elgincity_esc";"Elgin City";"Escócia"
"Elversberg_ale";"Elversberg";"Alemanha"
"emelec_equ";"Emelec";"Equador"
"empoli_it";"Empoli";"IT"
"EnergieCottbus_ale";"Energie Cottbus";"Alemanha"
"energomash_rus";"Energomash";"Rússia"
"engordany_and";"Engordany";"AND"
"yenisey_rus";"Enisey";"Rússia"
"enriquehapp_bol";"Enrique Happ";"Bolívia"
"EntenteSSG_fra";"Entente SSG";"França"
"envigado_col";"Envigado";"Colômbia"
"enyimba_nig";"Enyimba";"NIG"
"erakor_van";"Erakor Golden Star";"VAN"
"Erbaaspor_tur";"Erbaaspor";"Turquia"
"ErgeneVelimese_tur";"Ergene Velimese";"Turquia"
"ergotelis_gre";"Ergotelis";"Grécia"
"Erokspor_tur";"Erokspor";"Turquia"
"erzgebirgeaue_ale";"Erzgebirge Aue";"Alemanha"
"ErzinBelediyespor_tur";"Erzin Belediyespor";"Turquia"
"essetif_arl";"ES Sétif";"ARL"
"esbjerg_din";"Esbjerg fB";"Dinamarca"
"escuelamacul_chi";"Escuela Macul";"Chile"
"Eskisehirspor_tur";"Eskisehirspor";"Turquia"
"espanyol_esp";"Espanyol";"Espanha"
"estunis_tun";"Espérance Tunis";"TUN"
"esporte_pb";"Esporte";"Brasil"
"esportivors_bra";"Esportivo";"Brasil"
"estacioncentral_chi";"Estación Central";"Chile"
"lusitano_por";"Estádio dos Trambelos";"Portugal"
"louletano_por";"Estádio Municipal de Loulé";"Portugal"
"cdestarreja_por";"Estarreja";"Portugal"
"esteghlal_irn";"Esteghlal";"IRN"
"estoril_por";"Estoril";"Portugal"
"estrelaamadora_por";"Estrela Amadora";"Portugal"
"estrelaes_bra";"Estrela do Norte";"Brasil"
"estrelavermelha_ser";"Estrela Vermelha";"Sérvia"
"EstudiantesDeCaseros_arg";"Estudiantes de Caseros";"Argentina"
"estudiantes_ar";"Estudiantes de La Plata";"AR"
"EstudiantesDeRioCuarto_arg";"Estudiantes Río Cuarto";"Argentina"
"EtimesgutBelediye_tur";"Etimesgut Belediye";"Turquia"
"etoile_sui";"Etoile Carouge FC";"Suíça"
"etoilesahel_tun";"Étoile Sahel";"TUN"
"europa_gib";"Europa FC";"GIB"
"evergreen_usa";"Evergreen";"USA"
"everton_ing";"Everton";"Inglaterra"
"everton_chi";"Everton";"Chile"
"EVV_hol";"EVV Echt";"Holanda"
"ExcelsiorMaassluis_hol";"Excelsior Maassluis";"Holanda"
"excelsior_hol";"Excelsior Rotterdam";"Holanda"
"excelsiorvirton_bel";"Excelsior Virton";"Bélgica"
"Excursionistas_arg";"Excursionistas";"Argentina"
"exeter_ing";"Exeter City";"Inglaterra"
"lukienergiya_rus";"Express Stadion";"Rússia"
"extremadura_esp";"Extremadura";"Espanha"
"Eyupspor_tur";"Eyupspor";"Turquia"
"FA2000_din";"FA 2000";"Dinamarca"
"fasiauliai_lit";"FA Šiauliai";"Lituânia"
"gdfabril_por";"Fabril Barreiro";"Portugal"
"fafe_por";"Fafe";"Portugal"
"fakel_rus";"Fakel";"Rússia"
"falcon433_bra";"Falcon FC ";"Brasil"
"LePontetUS_fra";"Falette";"França"
"falkenbergs_sue";"Falkenbergs FF";"Suécia"
"falkirk_esc";"Falkirk";"Escócia"
"famalicao_por";"Famalicão";"Portugal"
"fano_ita";"Fano";"Itália"
"far_mar";"FAR Rabat";"Marrocos"
"farense_por";"Farense";"Portugal"
"fatihkaragumruk_tur";"Fatih Karagümrük SK";"Turquia"
"fatima_por";"Fátima";"Portugal"
"aarau_sui";"FC Aarau";"Suíça"
"agmk_uzb";"FC AGMK";"UZB"
"fc-andorra_and";"FC Andorra";"AND"
"fcandorra_esp";"FC Andorra";"Espanha"
"anif_aut";"FC Anif";"Áustria"
"augsburg_ale";"FC Augsburg";"Alemanha"
"basel2_sui";"FC Basel U21";"Suíça"
"bavois_sui";"FC Bavois";"Suíça"
"blackstar_sui";"FC Black Stars Basel ";"Suíça"
"botosani_rom";"FC Botosani ";"ROM"
"breitenrain_sui";"FC Breitenrain";"Suíça"
"chiasso_sui";"FC Chiasso";"Suíça"
"cincinnati433_eua";"FC Cincinnati";"EUA"
"dallas433_eua";"FC Dallas";"EUA"
"fcdziugas_lit";"FC Džiugas";"Lituânia"
"fcemmen_hol";"FC Emmen";"Holanda"
"fcgoa_ind";"FC Goa";"IND"
"groningen_hol";"FC Groningen";"Holanda"
"fchegelmann_lit";"FC Hegelmann";"Lituânia"
"copenhague_din";"FC København";"Dinamarca"
"koniz_sui";"FC Köniz";"Suíça"
"fckuressaare_est";"FC Kuressaare";"Estônia"
"lausanne_sui";"FC Lausanne-Sport";"Suíça"
"liefering_aut";"FC Liefering";"Áustria"
"lugano_sui";"FC Lugano";"Suíça"
"milsami_mda";"FC Milsami Orhei";"MDA"
"musingen_sui";"FC Münsingen";"Suíça"
"fcnommeunited_est";"FC Nõmme United";"Estônia"
"nordsjaelland_din";"FC Nordsjælland";"Dinamarca"
"nurnberg_ale";"FC Nürnberg";"Alemanha"
"fcplatinum_zim";"FC Platinum";"ZIM"
"rapperswiljona_sui";"FC Rapperswil-Jona";"Suíça"
"fcrfs_let";"FC RFS";"Letônia"
"schaffhausen_sui";"FC Schaffhausen";"Suíça"
"fcseoul_cor";"FC Seoul";"COR"
"sion_sui";"FC Sion";"Suíça"
"SionII_sui";"FC Sion II";"Suíça"
"nyonnais_sui";"FC Stade Nyonnais";"Suíça"
"stadelausane_sui";"FC Stade-Lausanne-Ouchy";"Suíça"
"thun_sui";"FC Thun";"Suíça"
"fctokyo_jap";"FC Tokyo";"Japão"
"twente_hol";"FC Twente";"Holanda"
"utrecht_hol";"FC Utrecht";"Holanda"
"wil_sui";"FC Wil 1900";"Suíça"
"winterthur_sui";"FC Winterthur";"Suíça"
"zurique_sui";"FC Zürich";"Suíça"
"levadia_est";"FCI Levadia";"EST"
"molvidi_hun";"Fehérvár";"HUN"
"feirense_por";"Feirense";"Portugal"
"felgueiras_por";"Felgueiras";"Portugal"
"fenerbahce_tur";"Fenerbahçe";"Turquia"
"Fenix_arg";"Fenix";"Argentina"
"fenix_uru";"Fénix";"Uruguai"
"feralpisalo_ita";"FeralpiSalò";"Itália"
"ferencvaros_hun";"Ferencvárosi";"HUN"
"fernandezvial_chi";"Fernández Vial";"Chile"
"fernando_par";"Fernando de la Mora";"Paraguai"
"ferrocarril_arg";"Ferro Carril";"Argentina"
"FerroCarrilOeste_arg";"Ferro Carril Oeste GP";"Argentina"
"FerrocarrilMidland_arg";"Ferrocarril Midland";"Argentina"
"ferroviaria_sp";"Ferroviária";"Brasil"
"ferroviarioce_bra";"Ferroviário";"Brasil"
"Fethiyespor_tur";"Fethiyespor";"Turquia"
"feynoord_hol";"Feyenoord";"Holanda"
"Hafnarfjordur_isl";"FH Hafnarfjördur";"ISL"
"fidelis_ita";"Fidelis Andria";"Itália"
"figueirense";"Figueirense";"Brasil"
"fiorentina_ita";"Fiorentina";"Itália"
"linares_chi";"Fiscal de Linares";"Chile"
"fk1625liepaja_let";"FK 1625 Liepâja";"Letônia"
"fkauda_let";"FK Auda";"Letônia"
"fkbanga_lit";"FK Banga";"Lituânia"
"fkgrobina_let";"FK Grobiņa";"Letônia"
"jablonec_tch";"FK Jablonec";"TCH"
"fkjelgava_let";"FK Jelgava";"Letônia"
"fkkukesi_alb";"FK Kukësi";"ALB"
"fkogreunited_let";"FK Ogre United";"Letônia"
"fkpanevezys_lit";"FK Panevėžys";"Lituânia"
"rfs_let";"FK RFS";"LET"
"fktransinvest_lit";"FK TransINVEST";"Lituânia"
"fktukums2000_let";"FK Tukums 2000";"Letônia"
"fkvojvodina_ser";"FK Vojvodina";"Sérvia"
"fkvozdovac_ser";"FK Vozdovac ll";"Sérvia"
"fkzalgiris_lit";"FK Žalgiris";"Lituânia"
"flarj";"Flamengo";"Brasil"
"flamengopi_bra";"Flamengo PI";"Brasil"
"flandria_arg";"Flandria";"Argentina"
"fleetwood_ing";"Fleetwood Town";"Inglaterra"
"Fleury91_fra";"Fleury";"França"
"flintcitybucks_eua";"Flint City Bucks";"EUA"
"floratallinn_est";"Flora Tallinn";"EST"
"florestace";"Floresta";"Brasil"
"floriana_mta";"Floriana";"MTA"
"floridaelite_eua";"Florida Elite SA";"EUA"
"floridsdorfer_aut";"Floridsdorfer AC";"Áustria"
"flurj";"Fluminense";"Brasil"
"fluminenseba_bra";"Fluminense de Feira";"Brasil"
"fluminensepi_bra";"Fluminense-PI";"Brasil"
"foggia_ita";"Foggia";"Itália"
"Fola_Lux";"Fola Esch";"LUX"
"foolad_ira";"Foolad ";"IRA"
"footballclubsuuroy_ilh";"Football Club Suðuroy";"Ilhas Faroé"
"forcaeluzal_bra";"Força e Luz";"Brasil"
