file_key;clube;pais
"marica_rj";"Maricá";"Brasil"
"MarignameGignac_fra";"Marigname Gignac";"França"
"marilia_sp";"Marília";"Brasil"
"maringapr";"Maringá";"Brasil"
"maritimo_por";"Marítimo";"Portugal"
"maritimob_por";"Marítimo II";"Portugal"
"mariupol_ucr";"Mariupol";"Ucrânia"
"lokomotiv_rus";"Marko Nikolic";"Rússia"
"Martigues_fra";"Martigues";"França"
"martinledesma_par";"Martín Ledesma";"Paraguai"
"maghrebfes_mar";"MAS Fès ";"Marrocos"
"mashukkmv_rus";"Mashuk-KMV";"Rússia"
"lesherbiers_fra";"Massabielle";"França"
"matera_ita";"Matera Calcio";"Itália"
"mattersburg_aut";"Mattersburg";"Áustria"
"mauerwerk_aut";"Mauerwerk";"Áustria"
"LorientII_fra";"Mazikou";"França"
"mcalger_arl";"MC Algiers";"ARL"
"medjimurje_cro";"Medjimurje";"Croácia"
"meizhouhakka_chn";"Meizhou Hakka";"CHN"
"mekelle_eti";"Mekelle 70";"ETI"
"melbournecityfc_aus";"Melbourne City";"Austrália"
"melbournevictory_aus";"Melbourne Victory";"Austrália"
"melfi_ita";"Melfi";"Itália"
"melgar_per";"Melgar";"Peru"
"Melilla_esp";"Melilla";"Espanha"
"Memmingen_ale";"Memmingen";"Alemanha"
"memphis433_eua";"Memphis 901";"EUA"
"Menemenspor";"Menemenspor";"MENEMENSPOR"
"Meppen1912_ale";"Meppen 1912";"Alemanha"
"meranimartvili_ge";"Merani Martvili";"Geórgia"
"merelinense_por";"Merelinense";"Portugal"
"estudiantesmerida_ven";"Mérida";"Venezuela"
"merida_esp";"Mérida";"Espanha"
"MersinIdmanYurdu_tur";"Mersin İdman Yurdu";"Turquia"
"meshakhtetkibuli_ge";"Meshakhte Tkibuli";"Geórgia"
"messina_ita";"Messina";"Itália"
"metalacgm_srb";"Metalac Gornji Milanovac";"Sérvia"
"metalist_ucr";"Metalist 1925";"Ucrânia"
"metallurgasha_rus";"Metallurg Asha";"Rússia"
"metallurglipetsk_rus";"Metallurg Lipetsk";"Rússia"
"metalurg_ucr";"Metalurh Zaporizhya";"Ucrânia"
"metropolitanosc_bra";"Metropolitano";"Brasil"
"laequidad_col";"Metropolitano";"Colômbia"
"leones_col";"Metropolitano Ciudad de Itagüí";"Colômbia"
"metropolitanos_ven";"Metropolitanos";"Venezuela"
"metz_fr";"Metz";"FR"
"Meuselwitz_ale";"Meuselwitz";"Alemanha"
"meux_bel";"Meux";"Bélgica"
"miami_eua";"Miami";"EUA"
"miamifc433_eua";"Miami FC";"EUA"
"miamiutd_eua";"Miami United";"EUA"
"middlesbrough_ing";"Middlesbrough";"Inglaterra"
"midtjylland_din";"Midtjylland";"Dinamarca"
"lincoln_gib";"Mike McElwee";"GIB"
"milan_it";"Milan";"IT"
"millionarios_col";"Millonarios";"Colômbia"
"millwall_ing";"Millwall";"Inglaterra"
"milaj_ucr";"Minai";"Ucrânia"
"mineirosgo_bra";"Mineiros GO";"Brasil"
"minnesota433_eua";"Minnesota United";"EUA"
"minsk_bie";"Minsk";"BIE"
"miramarmisiones_uru";"Miramar Misiones";"Uruguai"
"mirandela_por";"Mirandela";"Portugal"
"mirandes_esp";"Mirandés";"Espanha"
"miirassol_sp";"Mirassol";"Brasil"
"atleticomitre_arg";"Mitre";"Argentina"
"MitreDeSalta_arg";"Mitre de Salta";"Argentina"
"mixto_mt";"Mixto";"Brasil"
"mjallby_sue";"Mjällby AIF";"Suécia"
"mkdons_ing";"MK Dons";"Inglaterra"
"Ankaragucu_tur";"MKE Ankaragücü";"Turquia"
"mladostlucani_srb";"Mladost Lučani";"Sérvia"
"modena_ita";"Modena";"Itália"
"mogimirim_bra";"Mogi Mirim";"Brasil"
"moimentadabeira_por";"Moimenta da Beira";"Portugal"
"molde_nor";"Molde FK";"Noruega"
"pirata_per";"Molinos El Pirata";"Peru"
"monaco_fr";"Monaco ";"FR"
"MonacoII_fra";"Monaco II";"França"
"monaguas_ven";"Monagas";"Venezuela"
"monopoli_ita";"Monopoli";"Itália"
"monscalpe_gib";"Mons Calpe";"GIB"
"monsoon_rs_bra";"Monsoon FC";"Brasil"
"montalegre_por";"Montalegre";"Portugal"
"Montceau_fra";"Montceau";"França"
"monteazul_sp";"Monte Azul";"Brasil"
"monteroraima_rr";"Monte Roraima ";"Brasil"
"monterey433_eua";"Monterey Bay";"EUA"
"monterrey_mex";"Monterrey";"México"
"montevideotorque_uru";"Montevideo City Torque";"Uruguai"
"wanderers_uru";"Montevideo Wanderers";"Uruguai"
"montpellier_fra";"Montpellier";"França"
"MontpellierII_fra";"Montpellier II";"França"
"impactmontreal_can";"Montréal II";"CAN"
"montrose_esc";"Montrose";"Escócia"
"ChasselayMDA_fra";"Monts D'Or Azergues";"França"
"monza_ita";"Monza";"Itália"
"mordoviasaransk_rus";"Mordoviya Saransk";"Rússia"
"morecambe_ing";"Morecambe";"Inglaterra"
"moreirense_por";"Moreirense";"Portugal"
"morrinhosgo_bra";"Morrinhos";"Brasil"
"mortagua_por";"Mortágua";"Portugal"
"morvantcaledonia_trt";"Morvant Caledonia United";"TRT"
"motagua_hon";"Motagua";"HON"
"motema_rdg";"Motema Pembe";"RDG"
"motherwell_esc";"Motherwell";"Escócia"
"motoclubma_bra";"Moto Club";"Brasil"
"moura_por";"Moura";"Portugal"
"re_bel";"Mouscron";"Bélgica"
"abdb_brn";"MS ABDB";"BRN"
"mtk_hun";"MTK";"HUN"
"muangthong_tai";"Muangthong";"TAI"
"Muglaspor_tur";"Muglaspor";"Turquia"
"Mulhouse_fra";"Mulhouse";"França"
"mumbai_ind";"Mumbai City";"IND"
"loscaimanes_per";"Municipal de la Juventud";"Peru"
"lapintana_chi";"Municipal de La Pintana";"Chile"
"lotaschwager_chi";"Municipal Federico Schwager";"Chile"
"mejillones_chi";"Municipal Mejillones";"Chile"
"municipalsantiago_chi";"Municipal Santiago";"Chile"
"nsmura_elv";"Mura";"ELV"
"muricial";"Murici";"Brasil"
"murom_rus";"Murom";"Rússia"
"mushucruna_equ";"Mushuc Runa";"Equador"
"mvv_hol";"MVV Maastricht";"Holanda"
"mfk_ucr";"Mykolaiv";"Ucrânia"
"breda_hol";"NAC Breda";"Holanda"
"Luckenwalde_ale";"Nachtigall";"Alemanha"
"nacional_uru";"Nacional";"Uruguai"
"nacional_par";"Nacional - PAR";"Paraguai"
"nacionalpotosi_bol";"Nacional Potosí";"Bolívia"
"nacional_am";"Nacional-AM";"Brasil"
"nacional_pb";"Nacional-PB";"Brasil"
"nagoyagrampus_jap";"Nagoya Grampus";"Japão"
"najran_ara";"Najran";"ARA"
"namur_bel";"Namur";"Bélgica"
"nancy_fr";"Nancy";"FR"
"nandasmo_nic";"Nandasmo";"NIC"
"nantes_fr";"Nantes";"FR"
"nantong_chn";"Nantong Zhiyun";"CHN"
"napoli_it";"Napoli";"IT"
"napredak_srb";"Napredak Krusevac";"Sérvia"
"LaEmilia_arg";"Nardoni";"Argentina"
"nasarawa_nga";"Nasarawa United";"NGA"
"nashville433_eua";"Nashville SC";"EUA"
"nautico";"Náutico";"Brasil"
"nauticorr_bra";"Náutico-RR ";"Brasil"
"naval1maio_por";"Naval";"Portugal"
"naviraiense_br";"Naviraiense";"Brasil"
"NazilliBelediyespor_tur";"Nazilli Belediyespor";"Turquia"
"nec_hol";"NEC Nijmegen";"Holanda"
"neftchi-kochkor_kgz";"Neftchi Kochkor-Ata";"KGZ"
"neftci_aze";"Neftçi Baku";"AZE"
"neftekhimik_rus";"Neftekhimik";"Rússia"
"neom_ara";"NEOM SC";"ARA"
"nessoknaritrottarfelag_ilh";"Nes Sóknar Ítróttarfelag";"Ilhas Faroé"
"neuchatel_sui";"Neuchâtel Xamax";"Suíça"
"Neustrelitz_ale";"Neustrelitz";"Alemanha"
"newengland433_eua";"New England Revolution";"EUA"
"newmexico433_eua";"New Mexico United";"EUA"
"newyorkcity433_eua";"New York City";"EUA"
"nycosmos_eua";"New York Cosmos";"EUA"
"nwredbull433_eua";"New York Red Bulls";"EUA"
"nyredbullsII_eua";"New York Red Bulls II";"EUA"
"newcastle_aus";"Newcastle Jets";"Austrália"
"newcastle_ing";"Newcastle United";"Inglaterra"
"newoldboys_ar";"Newell's Old Boys";"AR"
"newport_ing";"Newport County";"Inglaterra"
"nice_fra";"Nice";"França"
"NiceII_fra";"Nice II";"França"
"NigdeBelediyespor_tur";"Nigde Belediyespor";"Turquia"
"Lotte_ale";"Nils Drube";"Alemanha"
"nimes_fr";"Nimes Olympique";"FR"
"NingxiaHelanshan_chn";"Ningxia Helanshan";"CHN"
"nizhnynovgorod_rus";"Nizhny Novgorod";"Rússia"
"celje_elv";"NK Celje";"ELV"
"Dragovoljac_cro";"NK Dragovoljac";"Croácia"
"istra_cro";"NK Istra";"Croácia"
"lokomotiva_cro";"NK Lokomotiva Zagreb";"Croácia"
"lucko_cro";"NK Lucko ";"Croácia"
"osijek_cro";"NK Osijek";"Croácia"
"osijek2_cro";"NK Osijek II ";"Croácia"
"siroki_bih";"NK Siroki Brijeg";"BIH"
"solin_cro";"NK Solin";"Croácia"
"varazdin_cro";"NK Varazdin";"Croácia"
"vinogradar_cro";"NK Vinogradar ";"Croácia"
"zadar_cro";"NK Zadar ";"Croácia"
"nkzagreb_cro";"NK Zagreb ";"Croácia"
"nkana_zam";"Nkana";"ZAM"
"Noah_Arm";"Noah Yerevan";"ARM"
"nogueirense_por";"Nogueirense";"Portugal"
"noroeste_bra";"Noroeste";"Brasil"
"norrby_sue";"Norrby IF";"Suécia"
"northmg_br";"North";"Brasil"
"northcarolina433_eua";"North Carolina";"EUA"
"northampton_ing";"Northampton Town";"Inglaterra"
"norwichcity_ing";"Norwich City";"Inglaterra"
"nosta_rus";"NoSta Novotroitsk";"Rússia"
"Nottingen_ale";"Nottingen";"Alemanha"
"nottinghamforest_ing";"Nottingham Forest";"Inglaterra"
"notts_ing";"Notts Country";"Inglaterra"
"llagostera_esp";"Nou Municipal de Palamós";"Espanha"
"novaiguacu_rj";"Nova Iguaçu";"Brasil"
"novamutum_mt";"Nova Mutum";"Brasil"
"novara_it";"Novara";"IT"
"novipazar_srb";"Novi Pazar";"Sérvia"
"novohamburgo_bra";"Novo Hamburgo";"Brasil"
"novokuznetsk_rus";"Novokuznetsk";"Rússia"
"novosibirsk_ru";"Novosibirsk";"RU"
"nsirunavik_fro";"NSÍ Runavík";"FRO"
"nublense_chi";"Ñublense ";"Chile"
"nuevachicago_arg";"Nueva Chicago";"Argentina"
"nueveoctubreba_equ";"Nueve de Octubre";"Equador"
"numancia_esp";"Numancia";"Espanha"
"Nybergsund_nor";"Nybergsund";"Noruega"
"nyva_ucr";"Nyva Ternopil";"Ucrânia"
"ohiggins_chi";"O'Higgins";"Chile"
"oakland433_eua";"Oakland Roots";"EUA"
"Oberlausitz_ale";"Oberlausitz";"Alemanha"
"obolon_ucr";"Obolon Kiev";"Ucrânia"
"oceancity_eua";"Ocean City Nor'easters";"EUA"
"oddgrenland_nor";"Odds";"Noruega"
"odense_din";"Odense BK";"Dinamarca"
"odishi1919zugdidi_ge";"Odishi-1919 Zugdidi";"Geórgia"
"oeirense_pi";"Oeirense";"Brasil"
"OFC_hol";"OFC Oostzaanse";"Holanda"
"ofi_gre";"OFI Creta";"Grécia"
"Ofspor_tur";"Ofspor";"Turquia"
"ogdencity_eua";"Ogden City";"EUA"
"ohleuven_bel";"OH Leuven";"Bélgica"
"ohod_ara";"Ohod Club";"ARA"
"OJCRosmalen_hol";"OJC Rosmalen";"Holanda"
"olaria_rj";"Olaria";"Brasil"
"olbia_ita";"Olbia";"Itália"
"Oldenburg_ale";"Oldenburg";"Alemanha"
"oldham_ing";"Oldham Athletic";"Inglaterra"
"arcoleiros_por";"Oleiros";"Portugal"
"pfc_ucr";"Oleksandriya";"Ucrânia"
"olhanense_por";"Olhanense";"Portugal"
"olimpia_par";"Olimpia";"Paraguai"
"olimpia_ba_par";"Olimpia de Itá";"Paraguai"
"olimpia_hon";"Olimpia Tegucigalpa";"HON"
"olimpia_esl";"Olimpija Ljubljana";"ESL"
"olimpik_ucr";"Olimpik Donetsk ";"Ucrânia"
"olimpo_arg";"Olimpo";"Argentina"
"oliveirense_por";"Oliveirense";"Portugal"
"olmedo_equ";"Olmedo";"Equador"
"olot_ba_esp";"Olot";"Espanha"
"olsabrakel_bel";"Olsa Brakel";"Bélgica"
"wijgmaal_bel";"Olympia Wijgmaal";"Bélgica"
"olympiakos_gre";"Olympiakos";"Grécia"
"OlympiqueDeMarseilleII_fra";"Olympique De Marseille II ";"França"
"lyon";"Olympique Lyonnais";"LYON"
"OlympiqueLyonnaisII_fra";"Olympique Lyonnais II";"França"
"olympiquemarseile_fra";"Olympique Marseille";"França"
"OlympiqueSafi";"Olympique Safi";"OLYMPIQUESAFI"
"omonianicosia_chp";"Omonia Nicosia";"CHP"
"oncecaldas_col";"Once Caldas ";"Colômbia"
"ONSSneek_hol";"ONS Sneek";"Holanda"
"oostende_bel";"Oostende";"Bélgica"
"oosterwijk_bel";"Oosterwijk";"Bélgica"
"operariovg_mt";"Operário VG";"Brasil"
"operarioms_bra";"Operário-MS";"Brasil"
"operariomt";"Operário-MT";"Brasil"
"operario_pr";"Operário-PR";"Brasil"
"orange433_eua";"Orange County";"EUA"
"oratorio_ap";"Oratório";"Brasil"
"ordabasy_caz";"Ordabasy";"CAZ"
"orebro_sue";"Örebro SK";"Suécia"
"orel_rus";"Orel";"Rússia"
"orenburg_rus";"Orenburg";"Rússia"
"orenburg2_rus";"Orenburg II";"Rússia"
"orense_equ";"Orense";"Equador"
"orgryte_sue";"Örgryte IS";"Suécia"
"Orhangazispor_tur";"Orhangazispor";"Turquia"
"oriental_uru";"Oriental";"Uruguai"
"oriental_por";"Oriental";"Portugal"
"orientepetrolero_bol";"Oriente Petrolero";"Bolívia"
"orijent_cro";"Orijent Rijeka";"Croácia"
"orlandocity433_eua";"Orlando City";"EUA"
"orlandocityb_eua";"Orlando City II";"EUA"
"orlandopirates_afs";"Orlando Pirates";"AFS"
"orleans_fra";"Orleans";"França"
"orsomarso_col";"Orsomarso";"Colômbia"
"oestesp_bra";"Osasco Sporting";"Brasil"
"osasuna_esp";"Osasuna";"Espanha"
"osasunab_esp";"Osasuna II";"Espanha"
"Osmaniyespor_tur";"Osmaniyespor";"Turquia"
"osnabruck_ale";"Osnabrück";"Alemanha"
"osorno_chi";"Osorno";"Chile"
"osters_sue";"Östers IF";"Suécia"
"ostersunds_sue";"Östersunds FK";"Suécia"
"oudenaarde_bel";"Oudenaarde";"Bélgica"
"ovarense_por";"Ovarense";"Portugal"
"ovetense_par";"Ovetense";"Paraguai"
"ovfalliance_eua";"OVF Alliance";"EUA"
"oxford_ing";"Oxford United";"Inglaterra"
"pacajusce_bra";"Pacajus";"Brasil"
"pachuca_mex";"Pachuca";"México"
"Pacifico_Arg";"Pacífico";"ARG"
"pacosferreira_por";"Paços de Ferreira";"Portugal"
"paderborn_ale";"Paderborn 07";"Alemanha"
"padova_ita";"Padova";"Itália"
"paechania_gre";"PAE Chania";"Grécia"
"anorthosisfamag_cyp";"Pafos FC";"CYP"
"paganese_ita";"Paganese";"Itália"
"paide_est";"Paide Linnameeskond";"EST"
"pakhtakor_ubz";"Pakhtakor";"UBZ"
"palermo_it";"Palermo";"IT"
"palestino_chi";"Palestino";"Chile"
"palmas_to";"Palmas";"Brasil"
"palmeirrn_bra";"Palmeira";"Brasil"
"palmeiras";"Palmeiras";"Brasil"
"queen_esc";"Palmerston Park";"Escócia"
"pampilhosa";"Pampilhosa";"PAMPILHOSA"
"panachaiki_gre";"Panachaiki";"Grécia"
"panarkadikos_gre";"Panarkadikos";"Grécia"
"panatinaikos_gre";"Panathinaikos";"Grécia"
"panetolikos_gre";"Panetolikos";"Grécia"
"panionios_gre";"Panionios Athen";"Grécia"
"pantanal_ms";"Pantanal";"Brasil"
"paok_gre";"PAOK";"Grécia"
"paranoa_bra";"Paranoá";"Brasil"
"parintins_bra";"Parintins";"Brasil"
"paris_fra";"Paris FC";"França"
"parissaintgermain_fr";"Paris Saint Germain";"FR"
"PSGII_fra";"Paris Saint-Germain II";"França"
"bruck_aut";"Parkstadion Bruck";"Áustria"
"parma_ita";"Parma";"Itália"
"parnahyba_br";"Parnahyba";"Brasil"
"parnujkvaprus_est";"Pärnu JK Vaprus";"Estônia"
"lusitanoavora_ba_por";"Parque Desp. Eng.º Joaquim Carneiro";"Portugal"
"Partickthistle_esc";"Partick Thistle";"Escócia"
"partizan_ser";"Partizan";"Sérvia"
"pas_gre";"PAS Giannina";"Grécia"
"lamia_gre";"PAS Lamia";"Grécia"
"pathumunited_tai";"Pathum United";"TAI"
"patriotas_col";"Patriotas";"Colômbia"
"patroeisden_bel";"Patro Eisden";"Bélgica"
"patronato_arg";"Patronato";"Argentina"
"pau_fra";"Pau FC";"França"
"paulista_sp";"Paulista";"Brasil"
"Payasspor_tur";"Payasspor";"Turquia"
"paysandu";"Paysandu";"Brasil"
"Pazarspor_tur";"Pazarspor";"Turquia"
"peczwolle_hol";"PEC Zwolle";"Holanda"
"pedrasrubras";"Pedras Rubras";"PEDRASRUBRAS"
"pelotasrs_bra";"Pelotas";"Brasil"
"penafiel_por";"Penafiel";"Portugal"
"penarol_uru";"Peñarol";"Uruguai"
"Pendikspor_tur";"Pendikspor";"Turquia"
"penedense_al";"Penedense";"Brasil"
"harrisburg_eua";"Penn";"EUA"
"persepolis_irn";"Persepolis";"IRN"
"perugia_ita";"Perugia";"Itália"
"pescara_it";"Pescara";"IT"
"peterborough_ing";"Peterborough United";"Inglaterra"
"peterhead_esc";"Peterhead";"Escócia"
"petroluanda_ang";"Petro Luanda";"ANG"
"petrocub_mol";"Petrocub";"MOL"
"petrolero_bol";"Petrolero Yacuiba";"Bolívia"
"beroestara_bul";"PFC Beroe Stara Zagora";"BUL"
"ludogorets_bul";"PFC Ludogorets";"BUL"
"rukh_ucr";"PFK Lviv";"Ucrânia"
"lonestar_usa";"Philadelphia Union";"USA"
"phoenixrising433_eua";"Phoenix Rising";"EUA"
"piacenza_ita";"Piacenza";"Itália"
"piast_pol";"Piast Gliwice";"POL"
"piaui_pi";"Piauí";"Brasil"
"pinhalnovense_por";"Pinhalnovense";"Portugal"
"pinheiroma_bra";"Pinheiro";"Brasil"
"pinzgau_aut";"Pinzgau Saalfelden";"Áustria"
"pirambuse_bra";"Pirambu";"Brasil"
"Pirmasens_ale";"Pirmasens";"Alemanha"
"pisa_it";"Pisa";"IT"
"pistoiese_ita";"Pistoiese";"Itália"
"pittsburgh433_eua";"Pittsburgh";"EUA"
"pkgori_ge";"PK Gori";"Geórgia"
"plateau_nga";"Plateau United";"NGA"
"platense_arg";"Platense";"Argentina"
"platense_uru";"Platense Montevideo";"Uruguai"
"plazamador_pan";"Plaza Amador";"PAN"
"plazacolonia_uru";"Plaza Colonia";"Uruguai"
"plymouth_ing";"Plymouth Argyle";"Inglaterra"
"pogon_pl";"Pogoń Szczecin";"PL"
"pohangsteelers_cor";"Pohang Steelers";"COR"
"Poissy_fra";"Poissy ";"França"
"police_trt";"Police FC";"TRT"
"legiawarsaw";"Polish Army";"LEGIAWARSAW"
"polissya_ucr";"Polissya";"Ucrânia"
"pombal_pb";"Pombal ";"Brasil"
"ponferradina_esp";"Ponferradina";"Espanha"
"pontebarca_por";"Ponte da Barca";"Portugal"
"pontepreta_bra";"Ponte Preta";"Brasil"
"pontedera_it";"Pontedera";"IT"
"pontevedra_esp";"Pontevedra";"Espanha"
"pordenone_ita";"Pordenone";"Itália"
"portvale_ing";"Port Vale";"Inglaterra"
"portimonense_por";"Portimonense";"Portugal"
"portlandphoenix_eua";"Portland Phoenix";"EUA"
"portlandtimbers_eua";"Portland Timbers";"EUA"
"portlandtimblres2_eua";"Portland Timbers II";"EUA"
"porto";"Porto";"PORTO"
"portope_bra";"Porto - PE";"Brasil"
"portob";"Porto B";"PORTOB"
"portovelho";"Porto Velho";"Brasil"
"portovitoria_es";"Porto Vitória ";"Brasil"
"porto_ba";"Porto-BA";"Brasil"
"portsmouth_ing";"Portsmouth";"Inglaterra"
"portuguesa_bra";"Portuguesa";"Brasil"
"portuguesa_ven";"Portuguesa";"Venezuela"
"portuguesasantista_bra";"Portuguesa Santista";"Brasil"
"portuguesarj_bra";"Portuguesa-RJ";"Brasil"
"portiguar_bra";"Potiguar";"Brasil"
"potiguar_bra";"Potiguar de Mossoró";"Brasil"
"potyguarrn_bra";"Potyguar";"Brasil"
"pousoalegre_mg";"Pouso Alegre";"Brasil"
"prachuap_tai";"Prachuap";"TAI"
"praiense_por";"Praiense";"Portugal"
"aeprat_esp";"Prat";"Espanha"
"prato_it";"Prato";"IT"
"preston_eng";"Preston North End";"ENG"
"Preussen06Munster_ale";"Preußen Münster";"Alemanha"
"primavera_mt";"Primavera-MT";"Brasil"
"primavera_bra";"Primavera-SP";"Brasil"
"lacalamine_bel";"Prince Philippe";"Bélgica"
"princesa_am";"Princesa do Solimões";"Brasil"
"Prishtina_kos";"Pristina";"KOS"
"propatria_ita";"Pro Patria";"Itália"
"propiacenza_it";"Pro Piacenza";"IT"
"provercelli_ita";"Pro Vercelli";"Itália"
"progresso_rr";"Progresso-RR ";"Brasil"
"proleternovisad_srb";"Proleter Novi Sad";"Sérvia"
"ovalle_chi";"Provincial Ovalle";"Chile"
"prykarpatiia_ucr";"Prukarpattua";"Ucrânia"
"pskov747_rus";"Pskov-747";"Rússia"
"psv_hol";"PSV";"Holanda"
"psvb_hol";"PSV Eindhoven II";"Holanda"
"puebla_mex";"Puebla FC";"México"
"academia_ven";"Puerto Cabello";"Venezuela"
"puertomontt_chi";"Puerto Montt";"Chile"
"puertorico_eua";"Puerto Rico";"EUA"
"pwdBamenda_cam";"PWD Bamenda";"CAM"
"pyramidsfc_egi";"Pyramids FC";"Egito"
"pyunik_arm";"Pyunik";"ARM"
"qingdaohainiu_chi";"Qingdao Hainiu";"China"
"qingdaowestcoast_chi";"Qingdao West Coast";"China"
"queenspark_ing";"Queens Park Rangers";"Inglaterra"
"quevilly_fra";"Quevilly-Rouen";"França"
"quilmes_arg";"Quilmes";"Argentina"
"quixada_ce";"Quixadá";"Brasil"
"ri3corrales_par";"R.I. 3 Corrales";"Paraguai"
"racing_arg";"Racing Club";"Argentina"
"RacingDeCordoba_arg";"Racing Córdoba";"Argentina"
"ferrol_esp";"Racing Ferrol";"Espanha"
"racing_ba_per";"Racing Huamachuco";"Peru"
"racing_uru";"Racing Montevideo";"Uruguai"
"racingroma_it";"Racing Roma";"IT"
"racing_esp";"Racing Santander";"Espanha"
"radbeograd_srb";"Rad Beograd";"Sérvia"
"radkragujevac_srb";"Radnicki Kragujevac";"Sérvia"
"radnickinis_srb";"Radnički Niš";"Sérvia"
"radnickipirot_srb";"Radnički Pirot";"Sérvia"
"radnik_cro";"Radnik Sesvete";"Croácia"
"radsurdulica_srb";"Radnik Surdulica";"Sérvia"
"raithrovers_esc";"Raith Rovers";"Escócia"
"rajacasablanca_mar";"Raja Casablanca";"Marrocos"
"ramirocastillo_bol";"Ramiro Castillo";"Bolívia"
"ramplajuniors_uru";"Rampla Juniors";"Uruguai"
"rancaguasur_chi";"Rancagua Sur";"Chile"
"randers_den";"Randers FC";"DEN"
"rangers_esc";"Rangers";"Escócia"
"rangers_chi";"Rangers de Talca";"Chile"
"RaonEtape_fra";"Raon Etape";"França"
"rapidviena_aut";"Rapid Viena";"Áustria"
"rapidwienII_aut";"Rapid Wien II";"Áustria"
"rayomajadahonda_esp";"Rayo Majadahonda";"Espanha"
"rayovallecano_esp";"Rayo Vallecano";"Espanha"
"bragantino_bra";"RB Bragantino";"Brasil"
"leipzig_ale";"RB Leipzig";"Alemanha"
"RBLeipzigII_ale";"RB Leipzig II ";"Alemanha"
"salzburg_aut";"RB Salzburg";"Áustria"
"rcabidjan_cma";"RC Abidjan";"CMA"
"reading_ing";"Reading";"Inglaterra"
"readingunited_eua";"Reading United";"EUA"
"realamerica_bol";"Real América";"Bolívia"
"betis_esp";"Real Bétis";"Espanha"
"realbrasilia_bra";"Real Brasília";"Brasil"
"realcartagena_col";"Real Cartagena";"Colômbia"
"realesteli_nic";"Real Estelí";"NIC"
"realhope_hai";"Real Hope";"HAI"
"jaen_esp";"Real Jaen";"Espanha"
"linense_esp";"Real Linense";"Espanha"
"realmadrid_esp";"Real Madrid";"Espanha"
"rmcastilla_esp";"Real Madrid II";"Espanha"
"realmamore_bol";"Real Mamoré";"Bolívia"
"realmurcia_esp";"Real Murcia";"Espanha"
"realnoroeste_bra";"Real Noroeste";"Brasil"
"realoviedo_esp";"Real Oviedo";"Espanha"
"realsc_por";"Real Queluz";"Portugal"
"saltlake433_eua";"Real Salt Lake";"EUA"
"realsanandres_col";"Real San Andrés";"Colômbia"
"realsanjoaquin_chi";"Real San Joaquín";"Chile"
"realsantacruz_bol";"Real Santa Cruz";"Bolívia"
"realsociedad_esp";"Real Sociedad";"Espanha"
"realsociedadb_esp";"Real Sociedad II";"Espanha"
"sportinggijon_esp";"Real Sporting Gijón";"Espanha"
"realunion_esp";"Real Unión";"Espanha"
"valladolid_esp";"Real Valladolid";"Espanha"
"valladolidb_esp";"Real Valladolid II";"Espanha"
"realzaragoza_esp";"Real Zaragoza";"Espanha"
"Portoviejo_equ";"Reales Tamarindos";"Equador"
"recoleta_chi";"Recoleta";"Chile"
"redstar_fr";"Red Star";"FR"
"redwolves433_eua";"Red Wolves";"EUA"
"reggiana_ita";"Reggiana";"Itália"
"reggina_ita";"Reggina";"Itália"
"reichenau_aut";"Reichenau";"Áustria"
"lduloja_equ";"Reina del Cisne";"Equador"
"remo";"Remo";"Brasil"
"RenaissanceZ";"Renaissance Zemamra";"RENAISSANCEZ"
"renate_ita";"Renate";"Itália"
"Liniers_arg";"Renato";"Argentina"
"rengo_chi";"Rengo";"Chile"
"rennes_fr";"Rennes";"FR"
"RennesII_fra";"Rennes II ";"França"
"renova_mkd";"Renova Dzepciste";"MKD"
"resenderj_bra";"Resende";"Brasil"
"resistencia_par";"Resistencia";"Paraguai"
"retrope_bra";"Retrô";"Brasil"
"reusdeportiu_esp";"Reus Deportiu";"Espanha"
"LocoTbilisi_Geo";"Revaz Tevdoradze";"GEO"
"rheindorfaltach_aut";"Rheindorf Altach";"Áustria"
"rhode433_eua";"Rhode Island FC";"EUA"
"richmond433_eua";"Richmond";"EUA"
"RidaviaDeVenado_arg";"Ridavia Venado";"Argentina"
"fcrieti_ba_ita";"Rieti";"Itália"
"riga_let";"Riga";"LET"
"RijnsburgseBoys_hol";"Rijnsburgse Boys";"Holanda"
"rioave_por";"Rio Ave";"Portugal"
"riobrancovn_es";"Rio Branco de Venda Nova ";"Brasil"
"riobrancoac_bra";"Rio Branco-AC";"Brasil"
"riobranco_es";"Rio Branco-ES ";"Brasil"
"rioclaro_sp";"Rio Claro";"Brasil"
"rionegro_bra";"Rio Negro";"Brasil"
"rionegro_rr";"Rio Negro-RR ";"Brasil"
"rionegro_col";"Rionegro Águilas";"Colômbia"
"riteriai_lit";"Riteriai";"LIT"
"RidaviaDeLincoln_arg";"Rivadavia de Lincoln";"Argentina"
"riverpi_bra";"River PI";"Brasil"
"riverplate_arg";"River Plate";"Argentina"
"riverplate_uru";"River Plate - URU";"Uruguai"
"riverplate_par";"River Plate Asunción";"Paraguai"
"rivers_nga";"Rivers United";"NGA"
"waalwijk_hol";"RKC Waalwijk";"Holanda"
"rochdale_ing";"Rochdale";"Inglaterra"
"rhinos_eua";"Rochester Rhinos";"EUA"
"roda_hol";"Roda";"Holanda"
"rodez_fra";"Rodez";"França"
"Rodinghausen_ale";"Rödinghausen";"Alemanha"
"rolimmoura_ro";"Rolim de Moura";"Brasil"
